id,hours,intensity,normalized_intensity,percent_intensity
1,0,811.6902384372123,1,100
1,26,812.9596204909726,1.0015638749779772,100.15638749779771
1,91,812.4387878787734,1.0009222107229012,100.09222107229012
1,192,816.8139973301153,1.0063124559718348,100.63124559718348
1,293,814.4712223512945,1.0034261640492763,100.34261640492763
1,403,811.0987190064146,0.9992712497911315,99.92712497911315
1,503,815.2687587656825,1.0044087265794401,100.44087265794401
1,597,818.6418600046359,1.008564377441335,100.85643774413352
1,692,819.9178745790718,1.0101364236653883,101.01364236653882
1,808,820.5567091586962,1.01092346599924,101.09234659992401
1,892,819.8599692710716,1.0100650844952734,101.00650844952735
1,1007,817.1102242177417,1.006677406631087,100.6677406631087
1,1101,820.7136449102828,1.0111168103862425,101.11168103862424
1,1192,820.2900491889652,1.0105949416963675,101.05949416963675
1,1292,823.8604405011204,1.0149936533514805,101.49936533514806
1,1408,825.5096234791939,1.0170254419574993,101.70254419574994
1,1507,818.4208521685565,1.0082920964336135,100.82920964336135
1,1614,820.8790572284262,1.0113205978784536,101.13205978784536
1,1696,824.2362986531524,1.0154567094956022,101.54567094956022
1,1794,820.4880560909202,1.010838885620513,101.0838885620513
1,1890,818.8447190401877,1.008814299179882,100.88142991798821
1,1996,825.5435592172363,1.017067250687524,101.7067250687524
1,2104,827.3695704429784,1.0193168911775436,101.93168911775436
1,2201,829.1755819774546,1.021541892106412,102.1541892106412
1,2320,823.7798291721712,1.0148943404299595,101.48943404299595
1,2401,822.6776985063551,1.0135365186728098,101.35365186728097
1,2497,825.170650525982,1.0166078282704547,101.66078282704547
1,2661,828.321841019426,1.020490085742851,102.0490085742851
1,2829,826.6749845670854,1.0184611634097311,101.84611634097311
1,2997,828.7783600587213,1.0210525158641917,102.10525158641917
1,3160,822.8654825787764,1.0137678681008662,101.37678681008661
1,3338,829.7154027640223,1.0222069497367798,102.22069497367798
1,3505,826.8020149450165,1.0186176644638472,101.86176644638472
1,3670,822.8523902039564,1.0137517383333758,101.37517383333758
1,3865,825.8398585716607,1.0174322906256594,101.74322906256594
1,4009,825.8242152328347,1.0174130180779744,101.74130180779744
1,4197,827.8239622483363,1.0198767005528946,101.98767005528946
1,4374,827.9043931102431,1.0199757911395468,101.99757911395469
1,4537,823.219765740653,1.0142043439202115,101.42043439202115
1,4675,827.3112707072698,1.0192450660736458,101.92450660736458
1,4677,825.2233603703145,1.0166727666445246,101.66727666445246
1,4679,823.8082718876913,1.0149293817723006,101.49293817723006
1,4842,826.7336471112457,1.0185334354925806,101.85334354925806
1,5010,825.9384817587555,1.017553794103741,101.75537941037409
2,0,806.5247873535196,1,100
2,26,810.2463640908056,1.004614336466332,100.4614336466332
2,91,812.7379334592719,1.0077036021746333,100.77036021746333
2,192,812.4480797161782,1.0073442161425625,100.73442161425625
2,293,808.9784998818799,1.0030423274855713,100.30423274855713
2,403,810.8389659064039,1.0053490960482945,100.53490960482945
2,503,809.557581426748,1.0037603234528971,100.37603234528972
2,597,811.7674956125741,1.0065003684217289,100.65003684217288
2,692,815.6695941124575,1.0113385315644732,101.13385315644732
2,808,817.3904874848066,1.0134722457408172,101.34722457408172
2,892,818.1192138017105,1.0143757843900076,101.43757843900076
2,1007,816.8359176999788,1.0127846415982993,101.27846415982992
2,1101,816.9249833638218,1.0128950730013255,101.28950730013256
2,1192,812.4344699322289,1.0073273415416046,100.73273415416047
2,1292,815.0196655416571,1.0105326932554821,101.05326932554821
2,1408,813.8348945826509,1.0090637105563962,100.90637105563962
2,1507,816.3207550239354,1.0121458978372626,101.21458978372627
2,1614,817.7246638923394,1.0138865868903675,101.38865868903675
2,1696,816.1354350467751,1.0119161219146051,101.19161219146051
2,1794,819.1173125388369,1.0156133145351152,101.56133145351151
2,1890,814.2804111942959,1.0096161010329578,100.96161010329578
2,1996,819.56926990374,1.0161736908211136,101.61736908211137
2,2104,816.2134214489272,1.012012816279583,101.2012816279583
2,2201,821.617383662844,1.0187131214638154,101.87131214638154
2,2320,820.1132066827877,1.0168481112327077,101.68481112327076
2,2401,811.8785581539858,1.0066380734782296,100.66380734782297
2,2497,820.2780478886939,1.0170524957829299,101.70524957829299
2,2661,817.5583987469557,1.0136804368153904,101.36804368153905
2,2829,819.8984053256381,1.0165817817156022,101.65817817156022
2,2997,818.720895804396,1.0151218023824116,101.51218023824116
2,3160,815.6592123287128,1.0113256593206097,101.13256593206097
2,3338,819.5520002478492,1.0161522783906942,101.61522783906942
2,3505,815.8497105728105,1.0115618557116999,101.15618557116998
2,3670,817.391990184869,1.0134741089198365,101.34741089198364
2,3865,820.3714751861495,1.0171683351209397,101.71683351209397
2,4009,818.176999343943,1.014447431961339,101.4447431961339
2,4197,818.2382494313583,1.014523375178926,101.4523375178926
2,4374,819.4915753500826,1.0160773583154354,101.60773583154355
2,4537,818.4765539028525,1.0148188459136522,101.48188459136523
2,4675,823.8565448230224,1.0214894293904768,102.14894293904769
2,4677,821.5088082170896,1.0185785001261245,101.85785001261245
2,4679,815.0110562703546,1.0105220187276343,101.05220187276342
2,4842,820.7694190814997,1.0176617407813608,101.76617407813609
2,5010,812.7650280698099,1.0077371964434803,100.77371964434802
3,0,805.5600823775301,1,100
3,26,803.9230565634255,0.9979678414435915,99.79678414435915
3,91,807.4399832083483,1.0023336568828856,100.23336568828856
3,192,809.0799605160953,1.004369479341847,100.4369479341847
3,293,805.4819308305408,0.9999029848316732,99.99029848316732
3,403,808.0606514514513,1.0031041372687448,100.31041372687449
3,503,806.6169249563209,1.0013119351391788,100.13119351391788
3,597,805.60608475191,1.0000571060748742,100.00571060748742
3,692,810.7165701592413,1.0064011212751411,100.64011212751412
